Location,Device Class,Games Product,Music Product,Education Product,Call Center,Video Product,Use MyApp,Payment Method,Monthly Purchase,CLTV,Total Service,CLTV per Purchase,Cluster,Predicted Tenure Months to Churn,Tenure Months,Index
Bandung,High End,Yes,Yes,Yes,No,No,No,Debit,119275.0,5428800.0,3,45.514986376021795,0,33,9,900
Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,124150.0,6509100.0,2,52.42931937172775,1,17,9,901
Jakarta,High End,No,Yes,Yes,No,No,No,Pulsa,103870.0,6172400.000000001,2,59.42428035043805,1,20,9,902
Jakarta,High End,No,No,No,No,No,No,Pulsa,96915.0,4088500.0,0,42.18645204560698,4,7,9,903
Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,116285.00000000001,6462300.0,2,55.57294577976523,1,15,9,904
Jakarta,Mid End,No,No,No,No,No,No,Debit,31330.000000000004,4153500.0,0,132.5726141078838,4,9,9,905
Jakarta,High End,No,No,No,No,Yes,No,Pulsa,110955.0,3577600.0,1,32.243702401874636,0,11,9,906
Bandung,High End,No,No,No,No,Yes,No,Pulsa,105104.99999999999,6814600.0,1,64.8361162646877,1,10,9,907
Jakarta,High End,No,No,No,No,No,Yes,Pulsa,109005.0,4839900.000000001,1,44.40071556350627,0,9,9,908
Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,122720.00000000001,7242300.0,2,59.01483050847457,1,15,9,909
Jakarta,Mid End,No,No,No,No,No,No,Digital Wallet,58435.0,6529900.000000001,0,111.7463848720801,2,3,9,910
Jakarta,Mid End,Yes,No,Yes,Yes,Yes,Yes,Digital Wallet,76050.0,3941600.0,5,51.82905982905983,0,20,9,911
Bandung,Mid End,Yes,Yes,No,No,Yes,Yes,Pulsa,97045.00000000001,7670000.0,4,79.03549899531144,3,37,9,912
Bandung,High End,No,No,No,No,No,Yes,Pulsa,105040.0,5057000.0,1,48.14356435643565,0,7,9,913
Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,24635.0,7023900.000000001,0,285.11873350923486,2,9,9,914
Bandung,High End,No,No,No,No,Yes,Yes,Debit,118040.0,3351400.0,2,28.3920704845815,0,19,9,915
Jakarta,High End,No,No,No,No,No,No,Pulsa,97175.0,6503900.000000001,0,66.92976588628764,1,8,9,916
Jakarta,High End,No,Yes,Yes,Yes,Yes,No,Digital Wallet,123304.99999999999,3920800.0,4,31.797575118608332,0,23,9,917
Bandung,High End,No,No,No,No,No,Yes,Pulsa,108290.0,4576000.0,1,42.25690276110444,0,8,9,918
Jakarta,High End,No,No,No,No,No,Yes,Pulsa,109785.00000000001,4605900.000000001,1,41.95381882770871,0,9,9,919
Jakarta,Mid End,No,No,No,No,No,No,Debit,57460.00000000001,2637700.0000000005,0,45.904977375565615,4,12,9,920
Bandung,High End,No,No,Yes,No,No,No,Debit,98475.00000000001,6636500.0,1,67.39273927392739,1,16,9,921
Jakarta,High End,No,No,No,No,No,Yes,Pulsa,110565.0,6623500.0,1,59.905937683715464,1,13,9,922
Jakarta,Mid End,No,No,No,Yes,No,No,Pulsa,38545.0,7412600.0,1,192.31028667790895,2,7,10,923
Bandung,High End,Yes,No,No,No,Yes,No,Digital Wallet,110110.00000000001,7391800.0,2,67.1310507674144,1,12,10,924
Jakarta,High End,No,No,No,No,No,Yes,Pulsa,111215.0,4336800.0,1,38.994739918176506,0,9,10,925
Bandung,High End,Yes,Yes,Yes,No,Yes,Yes,Pulsa,135720.0,6545500.0,5,48.227969348659,3,47,10,926
Jakarta,High End,No,Yes,Yes,Yes,Yes,No,Digital Wallet,120250.0,3139500.0,4,26.10810810810811,0,24,10,927
Bandung,High End,No,No,Yes,No,Yes,Yes,Pulsa,130780.0,5201300.0,3,39.7713717693837,0,24,10,928
Jakarta,High End,No,No,No,No,Yes,No,Pulsa,103935.0,7332000.0,1,70.54409005628519,1,9,10,929
Bandung,Mid End,No,No,No,No,No,No,Pulsa,59214.99999999999,5326100.0,0,89.94511525795829,4,5,10,930
Jakarta,High End,No,No,No,Yes,Yes,Yes,Pulsa,128050.00000000001,6739200.0,3,52.62944162436548,3,26,10,931
Jakarta,High End,No,Yes,Yes,No,No,Yes,Pulsa,123304.99999999999,3996200.0000000005,3,32.40906694781234,0,21,10,932
Jakarta,High End,No,Yes,No,No,No,No,Credit,105300.0,3829800.0,1,36.370370370370374,0,16,10,933
Bandung,High End,No,No,No,No,Yes,Yes,Pulsa,123955.0,6958900.000000001,2,56.140534871525965,1,16,10,934
Jakarta,High End,No,No,Yes,No,No,Yes,Credit,109979.99999999999,4316000.0,2,39.24349881796691,0,17,10,935
Bandung,High End,Yes,Yes,Yes,Yes,Yes,Yes,Pulsa,143130.0,7543900.000000001,6,52.70663033605813,3,45,10,936
Bandung,High End,No,Yes,No,No,No,No,Pulsa,94705.0,4145700.0,1,43.77487989018531,0,10,10,937
Jakarta,High End,Yes,No,No,No,Yes,Yes,Pulsa,128310.0,7229300.0,3,56.342451874366766,3,25,10,938
Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,128050.00000000001,5851300.0,3,45.69543147208121,3,26,10,939
Jakarta,High End,No,No,No,No,Yes,No,Pulsa,111280.0,6689800.0,1,60.11682242990654,1,12,10,940
Jakarta,High End,Yes,No,No,No,Yes,Yes,Pulsa,128115.00000000001,4755400.000000001,3,37.11821410451548,0,20,10,941
Jakarta,High End,No,Yes,No,No,No,No,Debit,104065.0,4862000.0,1,46.7207995003123,0,15,10,942
Jakarta,High End,No,No,No,No,No,Yes,Pulsa,110825.0,4644900.000000001,1,41.912023460410566,0,9,10,943
Jakarta,Mid End,No,No,No,No,Yes,Yes,Credit,93795.00000000001,3194100.0,2,34.05405405405405,0,19,10,944
Jakarta,High End,No,Yes,No,Yes,Yes,Yes,Pulsa,129805.0,5515900.000000001,4,42.49374061091638,3,37,10,945
Jakarta,High End,No,No,No,No,No,No,Pulsa,97175.0,7251400.000000001,0,74.62207357859533,1,8,10,946
Jakarta,High End,No,No,No,No,No,No,Pulsa,91130.0,3194100.0,0,35.049928673323826,4,8,10,947
Jakarta,High End,No,No,Yes,No,No,Yes,Pulsa,116740.0,6661200.0,2,57.060133630289535,1,16,10,948
Bandung,High End,No,No,No,No,No,Yes,Pulsa,103025.0,5012800.0,1,48.65615141955836,0,7,10,949
Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,116350.00000000001,5467800.0,2,46.99441340782122,1,13,10,950
Jakarta,Mid End,No,No,No,No,No,Yes,Pulsa,45110.00000000001,4217200.0,1,93.48703170028817,4,6,10,951
Jakarta,High End,No,No,No,No,No,Yes,Pulsa,112385.0,7408700.0,1,65.9224985540775,1,14,10,952
Jakarta,Mid End,No,No,No,No,No,Yes,Digital Wallet,44070.0,3287700.0000000005,1,74.60176991150443,4,6,10,953
Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,123370.0,3681600.0,3,29.841938883034775,0,17,10,954
Jakarta,High End,No,No,No,No,No,No,Digital Wallet,96395.00000000001,5500300.0,0,57.06001348617666,1,4,10,955
Jakarta,High End,Yes,No,No,No,Yes,Yes,Pulsa,130325.00000000001,7797400.000000001,3,59.83042394014963,3,28,10,956
Bandung,High End,No,No,No,No,No,No,Pulsa,91390.0,2810600.0,0,30.753911806543385,4,9,10,957
Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Credit,132730.0,4674800.0,4,35.220372184133204,0,33,10,958
Jakarta,High End,No,Yes,No,No,No,No,Debit,104910.00000000001,4539600.0,1,43.271375464684006,0,16,10,959
Jakarta,High End,No,No,No,No,No,No,Pulsa,91000.0,4102800.0,0,45.08571428571429,4,6,10,960
Jakarta,High End,No,No,No,No,Yes,No,Debit,111865.0,3855800.0,1,34.46833236490413,0,16,10,961
Bandung,Mid End,No,No,No,No,No,No,Credit,58305.00000000001,5279300.0,0,90.54626532887401,4,10,10,962
Bandung,High End,No,No,No,No,No,Yes,Pulsa,112645.00000000001,6487000.0,1,57.58799769186381,1,14,10,963
Bandung,High End,No,No,No,No,Yes,Yes,Pulsa,123760.0,6398600.0,2,51.70168067226891,1,18,10,964
Jakarta,High End,No,No,No,No,No,Yes,Debit,104325.0,4677400.000000001,1,44.83489096573209,0,13,10,965
Jakarta,Mid End,No,No,Yes,Yes,No,No,Credit,71760.0,7702500.0,2,107.33695652173913,1,17,10,966
Jakarta,Mid End,No,No,Yes,No,No,No,Digital Wallet,38350.0,4936100.0,1,128.71186440677965,4,5,10,967
Jakarta,High End,No,No,No,No,Yes,Yes,Debit,116610.00000000001,2862600.0,2,24.54849498327759,0,20,11,968
Bandung,High End,No,No,No,No,Yes,No,Debit,103350.00000000001,4509700.0,1,43.635220125786155,0,14,11,969
Jakarta,High End,No,No,No,Yes,Yes,No,Pulsa,117195.00000000001,6825000.0,2,58.236272878535765,1,14,11,970
Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,26130.000000000004,5850000.0,0,223.88059701492534,2,12,11,971
Bandung,High End,Yes,No,No,Yes,Yes,No,Credit,125060.0,4031300.0,3,32.234927234927234,0,26,11,972
Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25025.000000000004,7329400.000000001,0,292.8831168831169,2,8,11,973
Jakarta,High End,No,No,No,No,Yes,Yes,Debit,123695.00000000001,5296200.0,2,42.816605359957954,0,22,11,974
Jakarta,High End,No,No,Yes,Yes,Yes,Yes,Debit,135265.00000000003,5918900.000000001,4,43.75780874579529,3,42,11,975
Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,25935.0,7654400.000000001,0,295.13784461152886,2,4,11,976
Jakarta,High End,No,Yes,No,No,No,No,Pulsa,97435.0,5526300.0,1,56.717811874583056,1,11,11,977
Bandung,High End,Yes,No,No,No,No,No,Pulsa,95550.0,5861700.0,1,61.3469387755102,1,13,11,978
Bandung,Mid End,No,No,Yes,No,Yes,No,Pulsa,54080.00000000001,4054700.0000000005,2,74.97596153846153,4,11,11,979
Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,129414.99999999999,4123600.0000000005,3,31.863385233550986,0,21,11,980
Bandung,High End,No,Yes,No,No,Yes,Yes,Pulsa,123500.0,7774000.0,3,62.94736842105263,3,29,11,981
Jakarta,High End,No,No,No,Yes,No,No,Pulsa,96005.0,4724200.0,1,49.20785375761679,0,5,11,982
Jakarta,Mid End,No,No,No,Yes,No,Yes,Pulsa,86255.0,3718000.0,2,43.10474755086662,0,11,11,983
Bandung,Mid End,Yes,No,No,No,No,No,Credit,63115.0,5777200.0,1,91.53450051493306,1,16,11,984
Jakarta,Mid End,No,No,Yes,No,No,No,Pulsa,69875.0,4429100.0,1,63.38604651162791,4,7,11,985
Bandung,High End,No,No,Yes,No,Yes,Yes,Pulsa,130975.0,2897700.0000000005,3,22.124069478908194,0,24,11,986
Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,30095.0,7372300.0,0,244.96760259179266,2,14,11,987
Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,129350.0,6871800.0,3,53.12562814070352,3,26,11,988
Bandung,High End,No,No,No,No,Yes,Yes,Pulsa,122200.0,2756000.0,2,22.5531914893617,0,14,11,989
Jakarta,Mid End,No,No,No,No,No,No,Pulsa,57265.0,4160000.0,0,72.64472190692395,4,4,11,990
Jakarta,High End,No,No,No,No,No,No,Pulsa,96655.0,6597500.0,0,68.25823806321452,1,8,11,991
Jakarta,High End,No,Yes,No,No,Yes,Yes,Pulsa,132600.0,7475000.0,3,56.372549019607845,3,38,11,992
Jakarta,High End,No,No,No,No,No,No,Pulsa,99450.0,2978300.0,0,29.947712418300654,4,9,11,993
Bandung,High End,No,No,No,No,No,Yes,Credit,110240.0,6653400.000000001,1,60.35377358490567,1,19,11,994
Jakarta,High End,No,Yes,No,No,No,No,Debit,104650.0,6654700.0,1,63.590062111801245,1,21,11,995
Jakarta,High End,No,No,Yes,No,Yes,Yes,Debit,127205.0,7376200.0,3,57.98671435871231,3,30,11,996
Jakarta,High End,No,No,No,No,No,No,Pulsa,97435.0,2657200.0000000005,0,27.27151434289527,4,9,11,997
Jakarta,High End,No,Yes,No,No,No,No,Pulsa,96915.0,5981300.0,1,61.71696847753186,1,12,11,998
Jakarta,High End,No,Yes,Yes,No,Yes,No,Pulsa,127530.0,3521700.0000000005,3,27.614678899082573,0,27,12,999
Bandung,High End,No,Yes,No,No,Yes,Yes,Pulsa,131755.0,5157100.0,3,39.14158855451406,0,28,12,1000
Jakarta,High End,No,No,No,No,Yes,No,Pulsa,109785.00000000001,4329000.0,1,39.43161634103019,0,10,12,1001
Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,124800.00000000001,6810700.0,3,54.57291666666666,3,22,12,1002
Jakarta,Mid End,No,No,No,No,No,No,Debit,59020.0,3753100.0,0,63.590308370044056,4,10,12,1003
Jakarta,High End,No,Yes,Yes,Yes,No,No,Digital Wallet,108940.0,7234500.0,3,66.40811455847255,3,21,12,1004
Bandung,Mid End,No,No,No,No,No,Yes,Credit,69745.0,3373500.0,1,48.3690587138863,4,13,12,1005
Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,138710.0,3127800.0,4,22.54920337394564,0,29,12,1006
Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,124865.0,3350100.0,2,26.829776158250912,0,16,12,1007
Jakarta,High End,No,Yes,Yes,No,No,No,Pulsa,109850.00000000001,5400200.0,2,49.15976331360946,1,20,12,1008
Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Debit,25740.000000000004,3448900.0,0,133.98989898989896,4,12,12,1009
Jakarta,High End,No,No,Yes,Yes,No,Yes,Pulsa,116220.00000000001,6561100.0,3,56.454138702460845,3,23,12,1010
Jakarta,Mid End,No,No,No,Yes,No,No,Debit,65325.0,4711200.0,1,72.11940298507463,4,11,12,1011
Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,129285.0,3664700.0000000005,3,28.345902463549525,0,21,12,1012
Bandung,High End,No,No,No,No,No,Yes,Pulsa,104585.00000000001,6986200.0,1,66.79925419515226,1,12,12,1013
Bandung,High End,No,No,No,No,Yes,Yes,Pulsa,122460.00000000001,5167500.0,2,42.19745222929936,0,14,12,1014
Jakarta,High End,No,No,Yes,No,Yes,Yes,Digital Wallet,124150.0,4599400.000000001,3,37.04712041884817,0,15,12,1015
Jakarta,Mid End,Yes,No,Yes,Yes,No,No,Digital Wallet,80145.0,7371000.0,3,91.97080291970804,1,18,12,1016
Jakarta,High End,No,Yes,Yes,Yes,Yes,Yes,Digital Wallet,146835.0,5154500.0,5,35.10402833111996,3,30,12,1017
Jakarta,High End,No,Yes,No,No,Yes,No,Debit,116675.0,7372300.0,2,63.1866295264624,1,27,12,1018
Jakarta,High End,No,Yes,No,No,Yes,No,Pulsa,118690.0,6113900.000000001,2,51.511500547645134,1,20,12,1019
Jakarta,Mid End,No,No,No,No,No,No,Pulsa,57915.0,5410600.0,0,93.42312008978675,2,4,12,1020
Jakarta,High End,Yes,Yes,Yes,No,No,Yes,Debit,129610.00000000001,3299400.0,4,25.45636910732196,0,29,12,1021
Jakarta,High End,Yes,No,Yes,No,No,No,Debit,106210.00000000001,3705000.0,2,34.883720930232556,0,20,12,1022
Jakarta,Mid End,No,No,No,Yes,Yes,No,Pulsa,77740.0,5955300.0,2,76.60535117056857,1,11,12,1023
Jakarta,High End,Yes,No,No,No,No,No,Pulsa,102635.0,7547800.0,1,73.54021532615579,1,15,12,1024
Jakarta,Mid End,No,Yes,No,No,No,No,Digital Wallet,37960.0,4871100.0,1,128.32191780821918,4,7,12,1025
Jakarta,High End,Yes,No,No,No,No,No,Pulsa,101790.0,4608500.0,1,45.274584929757346,0,10,12,1026
Bandung,High End,Yes,No,No,Yes,No,No,Debit,105104.99999999999,5597800.0,2,53.25912183055041,1,21,12,1027
Bandung,Mid End,No,No,No,Yes,Yes,Yes,Digital Wallet,96265.0,5393700.0,3,56.02970965563808,0,17,12,1028
Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Digital Wallet,24700.0,4595500.0,0,186.05263157894737,4,10,12,1029
Bandung,High End,Yes,No,No,Yes,Yes,Yes,Debit,128570.00000000001,7226700.0,4,56.20829120323558,3,33,12,1030
Bandung,High End,No,No,No,No,No,No,Credit,95875.0,2613000.0,0,27.25423728813559,4,11,12,1031
Bandung,Mid End,No,No,Yes,Yes,No,Yes,Pulsa,56745.0,3168100.0,3,55.830469644902635,0,18,12,1032
Bandung,Mid End,Yes,No,No,Yes,No,No,Digital Wallet,73645.0,3955900.0,2,53.71579876434245,0,11,12,1033
Bandung,High End,No,No,Yes,No,Yes,Yes,Debit,130195.00000000001,4786600.0,3,36.76485272091862,0,25,12,1034
Jakarta,High End,No,No,No,Yes,Yes,Yes,Digital Wallet,129935.0,7277400.000000001,3,56.00800400200101,3,22,12,1035
Jakarta,High End,No,No,No,No,No,Yes,Debit,101530.0,6163300.0,1,60.70422535211268,1,18,12,1036
Jakarta,High End,No,No,No,No,No,No,Digital Wallet,97500.0,2845700.0000000005,0,29.18666666666667,4,7,13,1037
Jakarta,High End,No,No,Yes,No,No,No,Pulsa,96590.0,3893500.0,1,40.309555854643335,0,7,13,1038
Jakarta,Mid End,No,No,No,No,No,Yes,Pulsa,45630.0,4035200.0000000005,1,88.43304843304844,4,6,13,1039
Bandung,High End,No,Yes,No,Yes,No,Yes,Debit,115765.0,5019300.0,3,43.35766423357664,0,24,13,1040
Jakarta,High End,No,No,Yes,No,Yes,Yes,Credit,132925.0,2603900.0,3,19.589242053789732,0,24,13,1041
Jakarta,High End,Yes,No,No,No,Yes,Yes,Pulsa,130454.99999999999,2610400.0,3,20.009965122072746,0,19,13,1042
Jakarta,High End,No,Yes,Yes,No,No,No,Pulsa,109785.00000000001,7541300.0,2,68.69153345174658,1,21,13,1043
Bandung,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,138970.0,3242200.0000000005,4,23.33021515434986,0,29,13,1044
Jakarta,High End,No,No,No,No,No,No,Pulsa,91195.00000000001,6631300.0,0,72.71560940841054,1,8,13,1045
Bandung,High End,Yes,No,No,No,Yes,Yes,Digital Wallet,127595.00000000001,7182500.0,3,56.29139072847681,3,18,13,1046
Jakarta,Mid End,Yes,No,No,Yes,Yes,No,Credit,59214.99999999999,6312800.0,3,106.60812294182219,1,27,13,1047
Jakarta,Mid End,Yes,No,No,Yes,Yes,Yes,Pulsa,70785.00000000001,6775600.0,4,95.72084481175388,3,30,13,1048
Jakarta,Mid End,No,No,No,No,No,No,Pulsa,31070.0,3857100.0,0,124.14225941422595,4,4,13,1049
Jakarta,High End,No,Yes,Yes,Yes,No,No,Pulsa,116220.00000000001,2893800.0,3,24.8993288590604,0,24,13,1050
Jakarta,Mid End,No,Yes,No,No,No,No,Pulsa,40365.0,6670300.0,1,165.24959742351047,2,13,13,1051
Jakarta,Mid End,No,No,Yes,No,Yes,Yes,Debit,63375.0,3451500.0,3,54.46153846153846,0,25,13,1052
Bandung,High End,No,No,No,No,No,Yes,Pulsa,109979.99999999999,3456700.0000000005,1,31.430260047281333,0,9,13,1053
Jakarta,High End,No,No,No,No,No,No,Credit,96720.00000000001,4793100.0,0,49.55645161290322,4,11,13,1054
Jakarta,High End,No,Yes,Yes,No,No,No,Pulsa,103740.0,6587100.0,2,63.49624060150376,1,20,13,1055
Bandung,High End,No,Yes,Yes,No,No,No,Pulsa,105495.0,6247800.0,2,59.22365988909427,1,20,13,1056
Bandung,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,127400.0,4828200.0,4,37.89795918367347,0,27,13,1057
Bandung,Mid End,No,No,Yes,No,Yes,Yes,Digital Wallet,97890.0,6240000.0,3,63.745019920318725,1,16,13,1058
Bandung,High End,Yes,No,No,No,Yes,Yes,Pulsa,131039.99999999999,4249700.0,3,32.43055555555556,0,22,13,1059
Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,117650.0,7012200.0,2,59.60220994475138,1,15,13,1060
Jakarta,Mid End,No,No,No,No,No,Yes,Pulsa,72735.0,5847400.000000001,1,80.39320822162647,1,9,13,1061
Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,123565.0,2899000.0,2,23.461336138874277,0,15,13,1062
Jakarta,High End,Yes,Yes,No,No,Yes,No,Pulsa,125645.00000000001,2743000.0,3,21.831350232798755,0,26,13,1063
Bandung,High End,No,No,No,Yes,Yes,Yes,Digital Wallet,128700.00000000001,4540900.000000001,3,35.282828282828284,0,18,13,1064
Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,123825.0,3876600.0,2,31.30708661417323,0,14,13,1065
Jakarta,High End,No,No,No,No,No,Yes,Pulsa,105104.99999999999,7753200.0,1,73.76623376623378,1,12,13,1066
Jakarta,High End,No,No,Yes,No,Yes,Yes,Digital Wallet,125645.00000000001,6883500.0,3,54.785307811691666,3,18,13,1067
Jakarta,High End,No,No,No,No,Yes,Yes,Pulsa,114854.99999999999,4862000.0,2,42.33163554046407,0,14,13,1068
Jakarta,High End,No,No,Yes,No,Yes,No,Pulsa,108160.00000000001,5236400.000000001,2,48.41346153846154,0,13,13,1069
Bandung,High End,No,Yes,Yes,No,No,No,Pulsa,103025.0,6684600.0,2,64.8832807570978,1,19,13,1070
Jakarta,High End,Yes,No,No,No,No,Yes,Pulsa,109265.0,6168500.0,2,56.454491374182034,1,21,13,1071
Bandung,High End,No,No,No,No,Yes,Yes,Pulsa,118429.99999999999,6951100.0,2,58.69374313940725,1,15,13,1072
Bandung,High End,No,Yes,Yes,No,Yes,No,Pulsa,122330.0,3864900.0,3,31.59404888416578,0,23,13,1073
Jakarta,High End,No,No,No,No,No,Yes,Pulsa,106600.00000000001,4371900.000000001,1,41.01219512195122,0,8,13,1074
Jakarta,High End,No,No,No,No,No,No,Pulsa,96590.0,6944600.0,0,71.89771197846568,1,8,14,1075
Jakarta,High End,No,No,Yes,No,No,No,Pulsa,97955.0,6493500.0,1,66.29064366290643,1,10,14,1076
Jakarta,Mid End,No,No,No,No,Yes,Yes,Pulsa,60255.0,6968000.0,2,115.6418554476807,1,14,14,1077
Bandung,High End,No,No,No,No,Yes,Yes,Digital Wallet,116740.0,5339100.0,2,45.73496659242762,0,13,14,1078
Bandung,High End,No,Yes,No,No,Yes,Yes,Pulsa,130260.00000000001,4379700.0,3,33.62275449101796,0,25,14,1079
Jakarta,High End,No,No,Yes,No,No,Yes,Pulsa,113425.0,6221800.0,2,54.853868194842406,1,16,14,1080
Jakarta,High End,No,No,No,No,No,No,Pulsa,97435.0,2697500.0,0,27.685123415610406,4,8,14,1081
Jakarta,High End,No,Yes,No,No,No,Yes,Pulsa,112190.0,4780100.0,2,42.6071842410197,0,15,14,1082
Bandung,High End,No,Yes,No,No,No,No,Pulsa,102635.0,6763900.000000001,1,65.90246991766942,1,15,14,1083
Jakarta,Mid End,Yes,No,No,No,Yes,No,Debit,84110.00000000001,5263700.0,2,62.58114374034002,1,20,14,1084
Jakarta,High End,No,No,No,Yes,Yes,No,Pulsa,116935.0,7101900.000000001,2,60.73374096720401,1,14,14,1085
Jakarta,Mid End,No,No,Yes,No,Yes,Yes,Pulsa,65975.00000000001,6347900.000000001,3,96.2167487684729,1,20,14,1086
Bandung,High End,No,No,No,No,No,Yes,Pulsa,110695.00000000001,5915000.0,1,53.435114503816784,1,13,14,1087
Bandung,High End,No,No,No,Yes,Yes,No,Pulsa,119145.00000000001,5595200.0,2,46.96126568466993,1,14,14,1088
Jakarta,High End,No,No,Yes,No,No,No,Pulsa,104585.00000000001,5401500.0,1,51.646985705407076,1,10,14,1089
Jakarta,High End,No,Yes,No,No,Yes,Yes,Pulsa,130715.0,6791200.0,3,51.954251616111385,3,37,14,1090
Jakarta,High End,No,No,No,No,No,No,Credit,92300.0,4196400.000000001,0,45.464788732394375,4,13,14,1091
Jakarta,High End,No,Yes,No,No,No,Yes,Debit,118170.00000000001,6692400.000000001,2,56.633663366336634,1,27,14,1092
Jakarta,Mid End,Yes,Yes,No,No,Yes,No,Pulsa,85085.00000000001,3745300.0,3,44.018334606569894,0,22,14,1093
Jakarta,High End,No,No,No,No,Yes,No,Pulsa,111929.99999999999,2830100.0,1,25.28455284552846,0,11,14,1094
Bandung,High End,Yes,Yes,No,Yes,Yes,Yes,Digital Wallet,137735.0,7653100.0,5,55.56394525719679,3,28,14,1095
Bandung,High End,No,Yes,No,Yes,No,Yes,Credit,116545.00000000001,3255200.0000000005,3,27.930842163971,0,25,14,1096
Bandung,High End,No,No,No,No,Yes,Yes,Credit,117585.00000000001,6210100.0,2,52.813709231619676,1,23,14,1097
Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,136305.0,2979600.0,4,21.859799713876967,0,30,14,1098
Bandung,High End,Yes,No,Yes,Yes,Yes,Yes,Pulsa,136630.0,2758600.0,5,20.190294957183635,0,33,15,1099
Jakarta,Mid End,No,No,No,No,No,No,Pulsa,63830.00000000001,6771700.0,0,106.08961303462321,2,6,15,1100
Bandung,High End,No,No,No,No,No,No,Debit,97370.0,3263000.0,0,33.511348464619495,4,15,15,1101
Jakarta,High End,No,No,Yes,Yes,Yes,Yes,Pulsa,131755.0,3932500.0,4,29.84706462752837,0,24,15,1102
Bandung,High End,No,No,No,No,No,No,Digital Wallet,96785.00000000001,7432100.0,0,76.78979180658159,1,5,15,1103
Jakarta,High End,Yes,Yes,No,No,Yes,Yes,Credit,128829.99999999999,3855800.0,4,29.92936427850656,0,30,15,1104
Bandung,High End,No,Yes,No,No,No,No,Pulsa,96720.00000000001,6000800.0,1,62.04301075268816,1,12,15,1105
Jakarta,High End,No,No,No,No,No,No,Credit,96460.00000000001,5918900.000000001,0,61.3611859838275,1,14,15,1106
Bandung,Mid End,No,No,Yes,No,No,Yes,Pulsa,77285.00000000001,6667700.0,2,86.27417998317912,1,15,15,1107
Jakarta,Mid End,Yes,No,No,No,No,No,Digital Wallet,72410.00000000001,5874700.0,1,81.13105924596049,1,8,15,1108
Bandung,High End,No,Yes,No,No,No,No,Pulsa,104260.0,6445400.000000001,1,61.8204488778055,1,15,15,1109
Jakarta,Mid End,No,Yes,No,Yes,No,No,Credit,76180.0,2603900.0,2,34.18088737201365,0,20,15,1110
Bandung,High End,No,Yes,No,No,No,No,Credit,97890.0,5883800.0,1,60.1062416998672,1,19,15,1111
Jakarta,High End,No,No,Yes,No,Yes,No,Pulsa,109590.0,5203900.000000001,2,47.48517200474497,0,13,15,1112
Jakarta,High End,No,No,Yes,No,Yes,Yes,Pulsa,131430.0,2671500.0,3,20.326409495548962,0,22,15,1113
Jakarta,Low End,No internet service,No internet service,No internet service,No,No internet service,No internet service,Credit,33019.99999999999,3708900.0,0,112.32283464566932,4,13,15,1114
Jakarta,High End,No,No,No,No,No,Yes,Pulsa,103220.00000000001,4707300.0,1,45.60453400503778,0,7,15,1115
Jakarta,High End,No,No,No,No,No,No,Pulsa,98345.00000000001,2728700.0000000005,0,27.74619960343688,4,9,15,1116
Bandung,Mid End,No,No,No,Yes,No,No,Credit,71500.0,4117100.0000000005,1,57.581818181818186,4,12,15,1117
Bandung,Mid End,No,No,No,Yes,No,No,Pulsa,38610.0,7173400.000000001,1,185.7912457912458,2,8,15,1118
Bandung,Mid End,Yes,No,No,No,No,Yes,Debit,84045.00000000001,6214000.0,2,73.9365815931941,1,24,15,1119
Jakarta,High End,Yes,No,Yes,Yes,No,Yes,Digital Wallet,125190.0,3812900.0,4,30.456905503634477,0,17,15,1120
Jakarta,High End,No,Yes,Yes,No,Yes,Yes,Pulsa,131625.0,5158400.000000001,4,39.19012345679013,3,35,15,1121
Jakarta,High End,No,No,No,No,No,Yes,Debit,111280.0,6475300.0,1,58.1892523364486,1,20,15,1122
